,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
27,27.0,0.3956,0.3603,0.071,0.0073,0.0,0.0,0.3396,0.2747,0.1499,0.0778,0.0073,0.029,0.5384,0.2464,0.0073,0.0,0.0,0.0,0.4006,0.2691,0.1499,0.0146,0.0073,0.0146
28,28.0,0.4308,0.3474,0.0377,0.0077,0.0,0.0,0.3528,0.28,0.1629,0.0741,0.0,0.0,0.5705,0.2076,0.0,0.0,0.0,0.0,0.4003,0.2683,0.1497,0.0303,0.0077,0.0
29,29.0,0.4278,0.3408,0.0584,0.0,0.0,0.0,0.3461,0.2744,0.1722,0.0795,0.0,0.0,0.5477,0.2336,0.0075,0.0,0.0,0.0,0.3979,0.2744,0.1595,0.0223,0.0,0.0
30,30.0,0.3865,0.3223,0.1193,0.014,0.007,0.0,0.3574,0.2753,0.18,0.0548,0.0,0.0,0.5413,0.2482,0.0,0.0,0.0,0.0,0.3672,0.2753,0.1681,0.0346,0.014,0.007
31,31.0,0.3934,0.3282,0.096,0.0143,0.0143,0.0,0.3436,0.2805,0.1531,0.0695,0.0143,0.0143,0.5251,0.264,0.0072,0.0,0.0,0.0,0.3885,0.2695,0.1407,0.0423,0.0143,0.0072
32,32.0,0.3959,0.3365,0.0953,0.0071,0.0071,0.0,0.3365,0.2787,0.1883,0.069,0.0,0.0,0.5264,0.2678,0.0,0.0,0.0,0.0,0.3716,0.2841,0.1643,0.042,0.0,0.0
33,33.0,0.4029,0.3559,0.0736,0.0,0.0,0.0,0.3452,0.2781,0.1682,0.0521,0.0076,0.0226,0.5541,0.2307,0.0,0.0,0.0,0.0,0.3875,0.2606,0.1682,0.0226,0.0076,0.0152
34,34.0,0.383,0.3417,0.1054,0.0074,0.0074,0.0,0.3626,0.2932,0.1636,0.0435,0.0,0.0,0.5415,0.248,0.0,0.0,0.0,0.0,0.3522,0.2595,0.1823,0.0435,0.0147,0.022
35,35.0,0.3907,0.3131,0.1308,0.0073,0.0073,0.0,0.3705,0.2858,0.1811,0.0218,0.0,0.0,0.5469,0.2406,0.0,0.0,0.0,0.0,0.3448,0.2691,0.1687,0.0502,0.0218,0.0218
36,36.0,0.4006,0.3344,0.1046,0.0,0.0,0.0,0.3448,0.3023,0.1436,0.0502,0.0146,0.0146,0.5469,0.2348,0.0073,0.0,0.0,0.0,0.3552,0.2691,0.1811,0.0572,0.0073,0.0
37,37.0,0.398,0.3205,0.1252,0.0,0.0,0.0,0.3728,0.2765,0.1636,0.0292,0.0074,0.0147,0.5543,0.2246,0.0074,0.0,0.0,0.0,0.3417,0.2709,0.2007,0.0435,0.0147,0.0
38,38.0,0.3791,0.3241,0.1316,0.0078,0.0078,0.0,0.3737,0.3013,0.1719,0.0078,0.0,0.0,0.5506,0.2356,0.0,0.0,0.0,0.0,0.3354,0.2719,0.1978,0.0606,0.0078,0.0
39,39.0,0.3707,0.332,0.1462,0.0,0.0,0.0,0.3707,0.3033,0.1394,0.031,0.0078,0.0078,0.5357,0.2496,0.0078,0.0,0.0,0.0,0.3488,0.2618,0.1928,0.0537,0.0156,0.0
40,40.0,0.3768,0.3292,0.1272,0.0084,0.0084,0.0,0.3884,0.2856,0.142,0.0168,0.0168,0.0084,0.5523,0.2333,0.0,0.0,0.0,0.0,0.3473,0.2532,0.206,0.0496,0.0168,0.0
41,41.0,0.3691,0.3314,0.149,0.0,0.0,0.0,0.3995,0.3185,0.1257,0.0,0.0,0.0,0.5596,0.2231,0.0,0.0,0.0,0.0,0.3441,0.2719,0.1793,0.0606,0.0177,0.0
42,42.0,0.3966,0.3031,0.1478,0.0,0.0,0.0,0.3966,0.2899,0.1401,0.0088,0.0088,0.0088,0.5405,0.2493,0.0,0.0,0.0,0.0,0.354,0.263,0.1853,0.0517,0.0175,0.0
43,43.0,0.3909,0.3113,0.1303,0.0087,0.0087,0.0,0.379,0.324,0.1454,0.0,0.0,0.0,0.5534,0.2318,0.0,0.0,0.0,0.0,0.4026,0.259,0.1379,0.0426,0.0172,0.0
44,44.0,0.3757,0.3192,0.1553,0.0,0.0,0.0,0.3866,0.3075,0.1553,0.0,0.0,0.0,0.5283,0.2654,0.0,0.0,0.0,0.0,0.3757,0.2469,0.1823,0.0469,0.0159,0.0
45,45.0,0.4084,0.2985,0.1149,0.0087,0.0087,0.0087,0.3967,0.3177,0.1303,0.0,0.0,0.0,0.5633,0.2179,0.0,0.0,0.0,0.0,0.3909,0.292,0.1226,0.0509,0.0,0.0
46,46.0,0.3742,0.3023,0.1625,0.0084,0.0084,0.0,0.4194,0.3023,0.1187,0.0,0.0,0.0,0.539,0.2513,0.0,0.0,0.0,0.0,0.3857,0.2513,0.1554,0.0492,0.0249,0.0
47,47.0,0.3826,0.2982,0.1493,0.0084,0.0084,0.0084,0.3941,0.3045,0.1493,0.0,0.0,0.0,0.5425,0.2466,0.0,0.0,0.0,0.0,0.3651,0.2727,0.1638,0.0496,0.0168,0.0
48,48.0,0.3704,0.2963,0.1664,0.0086,0.0086,0.0086,0.4112,0.2963,0.1368,0.0,0.0,0.0,0.5296,0.2637,0.0,0.0,0.0,0.0,0.3644,0.2768,0.1737,0.0504,0.0,0.0
49,49.0,0.3838,0.2991,0.137,0.0091,0.0091,0.0182,0.4085,0.3259,0.1044,0.0,0.0,0.0,0.5504,0.2359,0.0,0.0,0.0,0.0,0.3901,0.2645,0.1528,0.0449,0.0091,0.0
50,50.0,0.4238,0.2807,0.1382,0.0,0.0,0.0,0.4055,0.3151,0.1219,0.0,0.0,0.0,0.5543,0.2305,0.0,0.0,0.0,0.0,0.393,0.2595,0.1542,0.0453,0.0092,0.0
51,51.0,0.3846,0.2965,0.1401,0.0175,0.0088,0.0088,0.4143,0.3352,0.0848,0.0,0.0,0.0,0.5507,0.2355,0.0,0.0,0.0,0.0,0.4143,0.2355,0.163,0.0433,0.0,0.0
52,52.0,0.3887,0.2877,0.1542,0.0083,0.0083,0.0083,0.4055,0.3001,0.1398,0.0,0.0,0.0,0.5404,0.2495,0.0,0.0,0.0,0.0,0.3999,0.2624,0.1542,0.0328,0.0083,0.0
53,53.0,0.3939,0.2963,0.1442,0.0171,0.0,0.0,0.3939,0.3278,0.1216,0.0,0.0,0.0,0.5447,0.2436,0.0,0.0,0.0,0.0,0.4394,0.2504,0.1292,0.0255,0.0,0.0
54,54.0,0.3618,0.3004,0.1431,0.0418,0.0085,0.0085,0.4026,0.3498,0.082,0.0,0.0,0.0,0.5311,0.2617,0.0,0.0,0.0,0.0,0.414,0.2683,0.1431,0.0169,0.0085,0.0
55,55.0,0.3781,0.2809,0.1503,0.0267,0.009,0.0179,0.4204,0.3339,0.0696,0.009,0.0,0.0,0.5635,0.2177,0.0,0.0,0.0,0.0,0.4085,0.2741,0.1503,0.0179,0.0,0.0
56,56.0,0.3637,0.2942,0.1542,0.0513,0.0,0.0,0.4171,0.3452,0.0678,0.0,0.0,0.0,0.547,0.2405,0.0,0.0,0.0,0.0,0.4286,0.2474,0.1542,0.0174,0.0,0.0
57,57.0,0.3768,0.2792,0.1493,0.0415,0.0084,0.0084,0.3884,0.3413,0.0968,0.0084,0.0084,0.0,0.5474,0.2333,0.0084,0.0,0.0,0.0,0.4055,0.2727,0.1493,0.0251,0.0,0.0
58,58.0,0.3719,0.3077,0.1347,0.0441,0.0,0.0,0.4144,0.3339,0.0863,0.0,0.0,0.0,0.5532,0.2321,0.0,0.0,0.0,0.0,0.4321,0.2603,0.1347,0.0179,0.0,0.0
59,59.0,0.3684,0.3085,0.1187,0.0651,0.0,0.0,0.4138,0.3567,0.0572,0.0,0.0,0.0,0.5488,0.2382,0.0,0.0,0.0,0.0,0.4412,0.2513,0.1335,0.0167,0.0,0.0
60,60.0,0.3691,0.2651,0.1413,0.0773,0.0089,0.0089,0.4232,0.3441,0.0606,0.0,0.0,0.0,0.5338,0.2513,0.0089,0.0,0.0,0.0,0.452,0.2231,0.1567,0.0089,0.0,0.0
61,61.0,0.3649,0.3126,0.1208,0.0622,0.0,0.0,0.4206,0.3649,0.036,0.0,0.0,0.0,0.5504,0.2359,0.0,0.0,0.0,0.0,0.4677,0.2431,0.1208,0.0,0.0,0.0
62,62.0,0.3697,0.2877,0.139,0.0513,0.0087,0.0087,0.4113,0.3576,0.0596,0.0,0.0,0.0,0.5317,0.2542,0.0087,0.0,0.0,0.0,0.4456,0.2677,0.1158,0.0087,0.0,0.0
63,63.0,0.3584,0.2898,0.1368,0.0586,0.0086,0.0171,0.4282,0.3524,0.0422,0.0,0.0,0.0,0.5547,0.2231,0.0086,0.0,0.0,0.0,0.4559,0.2637,0.1139,0.0,0.0,0.0
64,64.0,0.3881,0.2768,0.1292,0.0586,0.0086,0.0,0.4282,0.3524,0.0422,0.0,0.0,0.0,0.5596,0.2231,0.0,0.0,0.0,0.0,0.4613,0.257,0.1062,0.0086,0.0,0.0
65,65.0,0.3665,0.2774,0.1305,0.0788,0.0082,0.0082,0.4163,0.355,0.048,0.0082,0.0,0.0,0.5431,0.2329,0.0163,0.0,0.0,0.0,0.4535,0.2522,0.1232,0.0082,0.0,0.0
66,66.0,0.3567,0.2697,0.1473,0.0837,0.0079,0.0079,0.4212,0.3511,0.0541,0.0,0.0,0.0,0.5344,0.2451,0.0157,0.0,0.0,0.0,0.4418,0.2877,0.0982,0.0079,0.0,0.0
67,67.0,0.3408,0.3026,0.1335,0.0725,0.0075,0.0149,0.4179,0.3619,0.0441,0.0,0.0,0.0,0.5302,0.2571,0.0075,0.0,0.0,0.0,0.452,0.2744,0.1069,0.0,0.0,0.0
68,68.0,0.3567,0.2575,0.1542,0.091,0.0079,0.0079,0.4107,0.3511,0.069,0.0,0.0,0.0,0.5297,0.2389,0.0235,0.0079,0.0,0.0,0.4418,0.2636,0.1125,0.0235,0.0,0.0
69,69.0,0.3365,0.2776,0.1689,0.0917,0.0,0.0,0.4292,0.3478,0.0469,0.0,0.0,0.0,0.5377,0.2531,0.0,0.0,0.0,0.0,0.46,0.2716,0.0843,0.008,0.008,0.0
70,70.0,0.3665,0.2712,0.1232,0.0938,0.0082,0.0082,0.4217,0.3608,0.0402,0.0,0.0,0.0,0.5431,0.2264,0.0163,0.0082,0.0,0.0,0.469,0.2329,0.116,0.0163,0.0,0.0
71,71.0,0.3625,0.2643,0.1409,0.1037,0.0,0.0,0.4304,0.3508,0.0412,0.0,0.0,0.0,0.5341,0.2382,0.0167,0.0084,0.0,0.0,0.4731,0.2707,0.0807,0.0,0.0,0.0
72,72.0,0.3228,0.2817,0.1335,0.0982,0.0235,0.0235,0.4212,0.3787,0.0157,0.0,0.0,0.0,0.5156,0.2636,0.0157,0.0079,0.0,0.0,0.4769,0.2636,0.069,0.0079,0.0079,0.0
73,73.0,0.34,0.2605,0.153,0.1095,0.0082,0.0082,0.4246,0.369,0.0164,0.0082,0.0,0.0,0.5417,0.2346,0.0164,0.0,0.0,0.0,0.4617,0.2731,0.0717,0.0164,0.0082,0.0
74,74.0,0.3583,0.2567,0.1436,0.1005,0.0161,0.0,0.4453,0.3411,0.032,0.0,0.0,0.0,0.5349,0.2504,0.0081,0.0,0.0,0.0,0.4761,0.2567,0.0782,0.0081,0.0081,0.0
75,75.0,0.3376,0.2763,0.1542,0.1076,0.0,0.0,0.4105,0.3799,0.0299,0.0,0.0,0.0,0.5333,0.2352,0.015,0.015,0.0,0.0,0.4738,0.2705,0.073,0.0075,0.0,0.0
76,76.0,0.3288,0.2547,0.1682,0.1084,0.0152,0.0076,0.4231,0.3718,0.0226,0.0,0.0,0.0,0.5139,0.2723,0.0152,0.0,0.0,0.0,0.4719,0.2896,0.0521,0.0076,0.0,0.0
77,77.0,0.3046,0.2933,0.1411,0.1008,0.0075,0.0372,0.4055,0.3851,0.0299,0.0,0.0,0.0,0.5108,0.2647,0.0225,0.0075,0.0,0.0,0.4643,0.2589,0.08,0.015,0.015,0.0
78,78.0,0.2801,0.2629,0.1786,0.1531,0.0149,0.0,0.4179,0.3723,0.0296,0.0,0.0,0.0,0.5123,0.2687,0.0149,0.0075,0.0,0.0,0.4472,0.297,0.0725,0.0149,0.0,0.0
79,79.0,0.2595,0.2422,0.1946,0.151,0.0292,0.022,0.4177,0.3779,0.022,0.0,0.0,0.0,0.4838,0.2877,0.0364,0.0074,0.0,0.0,0.4654,0.2932,0.0435,0.0147,0.0074,0.0
80,80.0,0.2973,0.2323,0.1629,0.1563,0.0377,0.0077,0.4258,0.3742,0.0153,0.0,0.0,0.0,0.5077,0.2683,0.0153,0.0153,0.0,0.0,0.4748,0.28,0.0524,0.0077,0.0077,0.0
81,81.0,0.2915,0.2445,0.1694,0.1629,0.0153,0.0077,0.4207,0.3795,0.0153,0.0,0.0,0.0,0.5031,0.28,0.0153,0.0077,0.0,0.0,0.4796,0.2741,0.0597,0.0077,0.0,0.0
82,82.0,0.2735,0.2423,0.1702,0.1214,0.0395,0.0549,0.432,0.3727,0.008,0.0,0.0,0.0,0.4978,0.2796,0.0317,0.0,0.0,0.0,0.478,0.2977,0.0317,0.0,0.008,0.0
83,83.0,0.2836,0.2586,0.1864,0.1232,0.0323,0.0082,0.4217,0.3834,0.0082,0.0,0.0,0.0,0.5092,0.2649,0.0163,0.0163,0.0,0.0,0.4741,0.3019,0.0402,0.0,0.0,0.0
84,84.0,0.2716,0.2406,0.1823,0.1484,0.0392,0.0159,0.4344,0.3702,0.008,0.0,0.0,0.0,0.4996,0.2837,0.0159,0.008,0.0,0.0,0.4849,0.2837,0.0469,0.0,0.0,0.0
85,85.0,0.2701,0.2401,0.1836,0.1641,0.0305,0.0077,0.4234,0.3713,0.023,0.0,0.0,0.0,0.5062,0.2819,0.0077,0.0077,0.0,0.0,0.4729,0.2935,0.0528,0.0,0.0,0.0
86,86.0,0.2549,0.2296,0.1904,0.1769,0.0317,0.016,0.4267,0.3782,0.008,0.0,0.0,0.0,0.488,0.2917,0.016,0.016,0.0,0.0,0.488,0.3096,0.008,0.0,0.0,0.0
87,87.0,0.2593,0.2406,0.1823,0.1621,0.0237,0.0315,0.424,0.3866,0.0,0.0,0.0,0.0,0.48,0.2957,0.0237,0.0159,0.0,0.0,0.4947,0.2897,0.0237,0.0,0.0,0.0
88,88.0,0.248,0.2305,0.1946,0.1761,0.022,0.0292,0.4079,0.403,0.0,0.0,0.0,0.0,0.4746,0.2987,0.022,0.022,0.0,0.0,0.4974,0.2821,0.0292,0.0,0.0,0.0
89,89.0,0.3041,0.2148,0.1946,0.1169,0.0405,0.0245,0.4617,0.3282,0.0245,0.0,0.0,0.0,0.5075,0.2605,0.0245,0.0164,0.0,0.0,0.4925,0.2731,0.0325,0.0164,0.0,0.0
90,90.0,0.2464,0.2464,0.1872,0.1872,0.0146,0.0146,0.4055,0.4055,0.0,0.0,0.0,0.0,0.4764,0.2858,0.029,0.029,0.0,0.0,0.481,0.2914,0.0218,0.0218,0.0,0.0
91,91.0,0.2683,0.2384,0.2139,0.1092,0.0524,0.0153,0.4506,0.331,0.0377,0.0,0.0,0.0,0.4796,0.2915,0.0303,0.0153,0.0,0.0,0.4796,0.2915,0.0228,0.0228,0.0,0.0
92,92.0,0.2262,0.2384,0.2139,0.1823,0.0228,0.0153,0.4106,0.4003,0.0,0.0,0.0,0.0,0.4603,0.3029,0.0303,0.0303,0.0,0.0,0.4891,0.2915,0.0153,0.0153,0.0,0.0
93,93.0,0.2564,0.2201,0.2014,0.1887,0.0228,0.0077,0.4157,0.39,0.0077,0.0,0.0,0.0,0.4603,0.2973,0.0377,0.0153,0.0153,0.0,0.4984,0.2858,0.0153,0.0077,0.0,0.0
94,94.0,0.2318,0.226,0.2144,0.1787,0.0356,0.0144,0.4151,0.3909,0.0072,0.0,0.0,0.0,0.4572,0.3039,0.0356,0.0286,0.0,0.0,0.4977,0.2822,0.0144,0.0144,0.0,0.0
95,95.0,0.2246,0.2188,0.213,0.1835,0.0491,0.0143,0.4362,0.3738,0.0,0.0,0.0,0.0,0.4816,0.3126,0.0072,0.0072,0.0,0.0,0.4816,0.3073,0.0143,0.0072,0.0,0.0
96,96.0,0.2489,0.2375,0.1967,0.1787,0.0286,0.0072,0.434,0.3661,0.0072,0.0072,0.0,0.0,0.4664,0.2768,0.0495,0.0286,0.0072,0.0,0.4888,0.2985,0.0144,0.0072,0.0,0.0
97,97.0,0.273,0.2158,0.1738,0.1426,0.0568,0.0429,0.4319,0.3733,0.0073,0.0,0.0,0.0,0.4691,0.284,0.0568,0.0073,0.0073,0.0,0.4961,0.295,0.0145,0.0,0.0,0.0
98,98.0,0.2562,0.2333,0.2099,0.1552,0.0217,0.0217,0.4176,0.3783,0.0145,0.0073,0.0,0.0,0.4553,0.273,0.0636,0.0288,0.0145,0.0,0.4917,0.2895,0.0145,0.0145,0.0,0.0
99,99.0,0.2787,0.2345,0.1942,0.1398,0.0351,0.0142,0.4149,0.3862,0.0142,0.0,0.0,0.0,0.4383,0.2948,0.0756,0.0142,0.0142,0.0,0.5094,0.2733,0.0142,0.0071,0.0,0.0
100,100.0,0.2662,0.233,0.187,0.1511,0.0348,0.028,0.4172,0.3888,0.0071,0.0,0.0,0.0,0.4311,0.3087,0.0685,0.0141,0.0141,0.0,0.5151,0.2662,0.0141,0.0071,0.0,0.0
101,101.0,0.2432,0.226,0.2144,0.1603,0.0426,0.0144,0.4246,0.3761,0.0144,0.0,0.0,0.0,0.4293,0.3198,0.0426,0.0215,0.0215,0.0,0.4977,0.2877,0.0144,0.0072,0.0,0.0
102,102.0,0.2691,0.2406,0.1993,0.1372,0.029,0.0218,0.4249,0.3756,0.0073,0.0073,0.0,0.0,0.4201,0.2914,0.0913,0.0218,0.0218,0.0,0.5123,0.2747,0.0146,0.0,0.0,0.0
103,103.0,0.2545,0.2375,0.1967,0.1665,0.0215,0.0215,0.4103,0.3711,0.0286,0.0144,0.0,0.0,0.4293,0.2545,0.0767,0.0356,0.0356,0.0215,0.4888,0.2877,0.0215,0.0144,0.0,0.0
104,104.0,0.2839,0.2141,0.1836,0.1456,0.0366,0.0366,0.4252,0.3597,0.0366,0.0,0.0,0.0,0.4349,0.2783,0.0789,0.0221,0.0221,0.0074,0.5093,0.2783,0.0148,0.0,0.0,0.0
105,105.0,0.2635,0.2521,0.1687,0.1499,0.0218,0.0432,0.4152,0.3907,0.0073,0.0,0.0,0.0,0.4249,0.2803,0.0913,0.0146,0.0218,0.0146,0.5079,0.2578,0.029,0.0146,0.0,0.0
106,106.0,0.2933,0.2589,0.1734,0.1345,0.015,0.015,0.4205,0.3799,0.015,0.0,0.0,0.0,0.4304,0.2705,0.1008,0.0075,0.015,0.0225,0.5199,0.2647,0.015,0.0,0.0,0.0
107,107.0,0.3107,0.2461,0.1771,0.1306,0.023,0.0,0.4335,0.3442,0.038,0.0077,0.0,0.0,0.4234,0.2642,0.0818,0.0305,0.0305,0.023,0.5247,0.2582,0.0077,0.0077,0.0,0.0
108,108.0,0.3212,0.2705,0.1671,0.1076,0.0075,0.0075,0.4105,0.3695,0.0445,0.0,0.0,0.0,0.4353,0.2647,0.1144,0.015,0.0075,0.0075,0.5199,0.2589,0.0075,0.015,0.0,0.0
109,109.0,0.3199,0.2505,0.1759,0.1023,0.0153,0.0228,0.4207,0.3636,0.0377,0.0,0.0,0.0,0.4308,0.3029,0.1023,0.0,0.0,0.0,0.5306,0.2445,0.0228,0.0,0.0,0.0
110,110.0,0.3205,0.2652,0.1761,0.1054,0.0147,0.0,0.4177,0.3626,0.0435,0.0,0.0,0.0,0.4274,0.2538,0.1186,0.0147,0.0147,0.022,0.5328,0.2595,0.0,0.0,0.0,0.0
111,111.0,0.3039,0.2489,0.1847,0.1032,0.0144,0.0356,0.3958,0.3761,0.0426,0.0072,0.0072,0.0,0.4006,0.2877,0.129,0.0072,0.0072,0.0215,0.5408,0.2375,0.0144,0.0,0.0,0.0
112,112.0,0.3035,0.2552,0.1692,0.1138,0.0211,0.028,0.4078,0.3743,0.0417,0.0,0.0,0.0,0.4125,0.3035,0.0947,0.0141,0.0071,0.0141,0.5277,0.2607,0.0071,0.0,0.0,0.0
113,113.0,0.3218,0.2562,0.1799,0.1105,0.0145,0.0,0.4176,0.327,0.0636,0.0217,0.0073,0.0,0.4127,0.2505,0.1234,0.0288,0.0217,0.0217,0.5181,0.2674,0.0145,0.0,0.0,0.0
114,114.0,0.3279,0.2783,0.1391,0.0858,0.0148,0.0366,0.4154,0.3333,0.058,0.0148,0.0148,0.0,0.4203,0.2612,0.126,0.0148,0.0074,0.0221,0.5227,0.2669,0.0074,0.0,0.0,0.0
115,115.0,0.3411,0.2754,0.1782,0.0782,0.0,0.0,0.4189,0.3752,0.0241,0.0,0.0,0.0,0.3918,0.2692,0.1507,0.0161,0.0161,0.0161,0.5677,0.2051,0.0081,0.0,0.0,0.0
116,116.0,0.3238,0.2635,0.1749,0.0846,0.0073,0.029,0.3806,0.3705,0.0641,0.0146,0.0073,0.0,0.3655,0.2858,0.1372,0.029,0.0218,0.029,0.5427,0.2406,0.0073,0.0,0.0,0.0
117,117.0,0.3288,0.2665,0.1487,0.0806,0.0152,0.0448,0.4231,0.3665,0.0301,0.0,0.0,0.0,0.4131,0.2606,0.1421,0.0301,0.0076,0.0,0.5498,0.2307,0.0076,0.0,0.0,0.0
