,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,0.34051899999999996,0.24028600000000008,0.17088699999999996,0.105632,0.07976199999999999,0.06099700000000001,0.9433190000000002,0.047553,0.000892,0.000221,7.400000000000001e-05,0.0,0.8636399999999997,0.08971599999999996,0.03403,0.001613,0.0,0.0,0.8520070000000001,0.09868900000000001,0.03761600000000002,0.001024,0.0,0.0
1,1.0,0.3434729999999999,0.24195699999999995,0.169588,0.10450000000000005,0.07858200000000001,0.05995000000000001,0.9169419999999999,0.06780700000000002,0.0036769999999999997,0.0020559999999999997,0.0010400000000000001,0.000756,0.8489080000000001,0.10331,0.03407500000000001,0.002958,0.0,0.0,0.8533729999999998,0.097336,0.03747300000000001,0.001043,0.0,0.0
2,2.0,0.34664100000000014,0.2421070000000001,0.16893999999999995,0.103382,0.078025,0.05894900000000001,0.9248890000000004,0.06380299999999997,0.002532,0.0008169999999999999,0.000134,0.0,0.8373679999999999,0.11665199999999999,0.031876,0.003646999999999999,0.0,0.0,0.8613639999999997,0.09173099999999998,0.035572,0.00032100000000000005,0.0,0.0
3,3.0,0.34989899999999996,0.24328799999999998,0.16867700000000002,0.10215299999999994,0.07651999999999998,0.05747800000000001,0.9230639999999996,0.06608799999999998,0.0026130000000000003,0.00040799999999999994,0.0,0.0,0.8220529999999998,0.12778900000000004,0.03470100000000001,0.005266000000000001,0.0,0.0,0.868925,0.08437699999999997,0.035287999999999986,0.000106,0.0,0.0
4,4.0,0.35306600000000005,0.243674,0.16847,0.10200000000000001,0.07500400000000002,0.05579100000000001,0.9184120000000001,0.06965800000000001,0.003650999999999999,0.00043499999999999995,6.5e-05,0.0,0.8051130000000005,0.14285200000000006,0.035027,0.007175999999999998,0.0,0.0,0.8747890000000005,0.081396,0.03241300000000001,0.0,0.0,0.0
5,5.0,0.35828000000000004,0.24489600000000006,0.167892,0.10072100000000002,0.07301900000000003,0.05312100000000001,0.917514,0.071016,0.003469,0.000206,0.0,0.0,0.792752,0.152105,0.036124,0.009419999999999998,0.0,0.0,0.882106,0.07585800000000002,0.030279000000000007,0.0,0.0,0.0
6,6.0,0.362729,0.246731,0.16738799999999995,0.09922600000000001,0.070815,0.051014,0.9137760000000003,0.07345499999999999,0.0045460000000000006,0.0004839999999999999,0.0,0.0,0.7812019999999997,0.16044599999999998,0.037592999999999994,0.011441999999999999,0.0,0.0,0.8880819999999998,0.07260100000000001,0.027434999999999998,0.0,0.0,0.0
7,7.0,0.367347,0.247508,0.16652900000000004,0.097889,0.06923700000000005,0.04937000000000002,0.9154169999999999,0.071443,0.004712000000000001,0.0006429999999999999,0.0,0.0,0.7736739999999999,0.16852599999999995,0.03679000000000001,0.011820000000000004,0.0,0.0,0.8890210000000003,0.07189900000000002,0.027036,0.0,0.0,0.0
8,8.0,0.37374899999999994,0.24881100000000006,0.16555200000000006,0.09562699999999999,0.06714699999999998,0.046932,0.910997,0.07480199999999998,0.005845999999999999,0.000608,0.0,0.0,0.7619710000000001,0.17967200000000003,0.03644499999999999,0.012913999999999998,8.5e-05,0.0,0.8898760000000003,0.070749,0.027133000000000008,0.0,0.0,0.0
9,9.0,0.3747329999999999,0.249239,0.16552299999999998,0.09603399999999995,0.06659699999999998,0.04569399999999999,0.9043260000000004,0.08203099999999998,0.0056819999999999996,0.000344,0.0,0.0,0.7521820000000001,0.18725399999999992,0.03723999999999999,0.014633999999999998,0.0,0.0,0.8991019999999996,0.06678099999999998,0.021723,0.0,0.0,0.0
